time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.radiation_type,.field_of_view,.min_range,.max_range,.range
2020/05/27/12:41:48.830345,206,1590583308,533104896,sonar,0,0.0,0.0,7.49399995804,5.01999998093
2020/05/27/12:41:49.116679,207,1590583308,831260919,sonar,0,0.0,0.0,7.492000103,5.03100013733
2020/05/27/12:41:49.419858,208,1590583309,116827726,sonar,0,0.0,0.0,7.50899982452,5.03100013733
2020/05/27/12:41:49.711616,209,1590583309,418402671,sonar,0,0.0,0.0,7.50899982452,5.03599977493
2020/05/27/12:41:50.009003,210,1590583309,711363315,sonar,0,0.0,0.0,7.51700019836,5.03399991989
2020/05/27/12:41:50.307407,211,1590583310,8630990,sonar,0,0.0,0.0,7.51300001144,5.03299999237
2020/05/27/12:41:50.607517,212,1590583310,307452440,sonar,0,0.0,0.0,7.51200008392,5.03299999237
2020/05/27/12:41:50.903595,213,1590583310,602794647,sonar,0,0.0,0.0,7.51200008392,5.03800010681
2020/05/27/12:41:51.208348,214,1590583310,900119304,sonar,0,0.0,0.0,7.51999998093,5.0689997673
2020/05/27/12:41:51.498527,215,1590583311,206571578,sonar,0,0.0,0.0,7.56599998474,5.0640001297
2020/05/27/12:41:51.797648,216,1590583311,495441436,sonar,0,0.0,0.0,7.55800008774,5.07299995422
2020/05/27/12:41:52.090427,217,1590583311,797485351,sonar,0,0.0,0.0,7.5720000267,5.07000017166
2020/05/27/12:41:52.391649,218,1590583312,88489055,sonar,0,0.0,0.0,7.56699991226,5.07000017166
2020/05/27/12:41:52.693590,219,1590583312,390992641,sonar,0,0.0,0.0,7.56799983978,5.0689997673
2020/05/27/12:41:52.941214,220,1590583312,692982196,sonar,0,0.0,0.0,7.56500005722,5.06500005722
2020/05/27/12:41:53.207583,221,1590583312,943452358,sonar,0,0.0,0.0,7.55900001526,5.06699991226
2020/05/27/12:41:53.505594,222,1590583313,207739591,sonar,0,0.0,0.0,7.56199979782,5.04400014877
2020/05/27/12:41:53.808222,223,1590583313,505752801,sonar,0,0.0,0.0,7.52899980545,5.05499982834
2020/05/27/12:41:54.100472,224,1590583313,808374881,sonar,0,0.0,0.0,7.54500007629,5.03299999237
2020/05/27/12:41:54.351098,225,1590583314,100128650,sonar,0,0.0,0.0,7.51200008392,5.00600004196
2020/05/27/12:41:54.614109,226,1590583314,350322961,sonar,0,0.0,0.0,7.47300004959,5.00899982452
2020/05/27/12:41:54.909136,227,1590583314,614254236,sonar,0,0.0,0.0,7.47599983215,5.00500011444
2020/05/27/12:41:55.217848,228,1590583314,908665657,sonar,0,0.0,0.0,7.46999979019,5.00600004196
2020/05/27/12:41:55.511315,229,1590583315,217296838,sonar,0,0.0,0.0,7.47200012207,5.00500011444
2020/05/27/12:41:55.808774,230,1590583315,510600566,sonar,0,0.0,0.0,7.46999979019,5.00500011444
2020/05/27/12:41:56.116859,231,1590583315,808246374,sonar,0,0.0,0.0,7.46999979019,5.00600004196
2020/05/27/12:41:56.413720,232,1590583316,116062402,sonar,0,0.0,0.0,7.47200012207,5.00400018692
2020/05/27/12:41:56.709126,233,1590583316,412706613,sonar,0,0.0,0.0,7.46799993515,4.99800014496
2020/05/27/12:41:57.005293,234,1590583316,709152221,sonar,0,0.0,0.0,7.46000003815,4.97599983215
2020/05/27/12:41:57.296263,235,1590583317,5344867,sonar,0,0.0,0.0,7.42700004578,4.97499990463
2020/05/27/12:41:57.599850,236,1590583317,296337604,sonar,0,0.0,0.0,7.42600011826,4.96700000763
2020/05/27/12:41:57.850491,237,1590583317,599341392,sonar,0,0.0,0.0,7.41400003433,4.96799993515
2020/05/27/12:41:58.112584,238,1590583317,850537061,sonar,0,0.0,0.0,7.41499996185,4.96600008011
2020/05/27/12:41:58.407799,239,1590583318,111908435,sonar,0,0.0,0.0,7.41300010681,4.95100021362
2020/05/27/12:41:58.716662,240,1590583318,406885385,sonar,0,0.0,0.0,7.38999986649,4.97599983215
2020/05/27/12:41:59.011707,241,1590583318,715981006,sonar,0,0.0,0.0,7.42700004578,4.97499990463
2020/05/27/12:41:59.307526,242,1590583319,11068582,sonar,0,0.0,0.0,7.42600011826,4.97399997711
2020/05/27/12:41:59.620867,243,1590583319,306729555,sonar,0,0.0,0.0,7.42500019073,4.97499990463
2020/05/27/12:41:59.905849,244,1590583319,619846582,sonar,0,0.0,0.0,7.42500019073,4.97399997711
2020/05/27/12:42:00.201949,245,1590583319,905392885,sonar,0,0.0,0.0,7.42500019073,4.99800014496
2020/05/27/12:42:00.512634,246,1590583320,201083660,sonar,0,0.0,0.0,7.46099996567,4.99800014496
2020/05/27/12:42:00.797615,247,1590583320,512306451,sonar,0,0.0,0.0,7.46000003815,4.99900007248
2020/05/27/12:42:01.097308,248,1590583320,797011852,sonar,0,0.0,0.0,7.46099996567,4.99900007248
2020/05/27/12:42:01.396716,249,1590583321,96777200,sonar,0,0.0,0.0,7.46099996567,4.99800014496
2020/05/27/12:42:01.689951,250,1590583321,394942045,sonar,0,0.0,0.0,7.46000003815,4.99900007248
2020/05/27/12:42:02.012519,251,1590583321,689413070,sonar,0,0.0,0.0,7.46199989319,4.97900009155
2020/05/27/12:42:02.301078,252,1590583322,7493972,sonar,0,0.0,0.0,7.43200016022,5.00699996948
2020/05/27/12:42:02.583875,253,1590583322,300949811,sonar,0,0.0,0.0,7.47300004959,5.03399991989
2020/05/27/12:42:02.883118,254,1590583322,583476781,sonar,0,0.0,0.0,7.51399993896,5.03299999237
2020/05/27/12:42:03.179016,255,1590583322,882781028,sonar,0,0.0,0.0,7.51200008392,5.03100013733
2020/05/27/12:42:03.476348,256,1590583323,178481578,sonar,0,0.0,0.0,7.50899982452,5.01800012589
2020/05/27/12:42:03.770970,257,1590583323,475769996,sonar,0,0.0,0.0,7.48999977112,5.01800012589
2020/05/27/12:42:04.072923,258,1590583323,770501136,sonar,0,0.0,0.0,7.48999977112,5.02199983597
2020/05/27/12:42:04.370177,259,1590583324,72185039,sonar,0,0.0,0.0,7.49599981308,5.03100013733
2020/05/27/12:42:04.669613,260,1590583324,368641614,sonar,0,0.0,0.0,7.51000022888,5.01200008392
2020/05/27/12:42:04.969486,261,1590583324,669264554,sonar,0,0.0,0.0,7.48099994659,5.01300001144
2020/05/27/12:42:05.262954,262,1590583324,968588590,sonar,0,0.0,0.0,7.48299980164,5.01399993896
2020/05/27/12:42:05.559988,263,1590583325,262229442,sonar,0,0.0,0.0,7.48400020599,5.01200008392
2020/05/27/12:42:05.853148,264,1590583325,559012889,sonar,0,0.0,0.0,7.48000001907,5.00899982452
2020/05/27/12:42:06.154628,265,1590583325,852507829,sonar,0,0.0,0.0,7.47599983215,4.96799993515
2020/05/27/12:42:06.450731,266,1590583326,153975725,sonar,0,0.0,0.0,7.41499996185,4.97200012207
2020/05/27/12:42:06.746477,267,1590583326,449957609,sonar,0,0.0,0.0,7.42100000381,4.96899986267
2020/05/27/12:42:07.037758,268,1590583326,745829343,sonar,0,0.0,0.0,7.41599988937,4.96700000763
2020/05/27/12:42:07.330004,269,1590583327,37273168,sonar,0,0.0,0.0,7.41400003433,4.99499988556
2020/05/27/12:42:07.634165,270,1590583327,329054832,sonar,0,0.0,0.0,7.45499992371,4.99300003052
2020/05/27/12:42:07.926734,271,1590583327,633625507,sonar,0,0.0,0.0,7.45200014114,5.03100013733
2020/05/27/12:42:08.223894,272,1590583327,926177740,sonar,0,0.0,0.0,7.51000022888,4.99100017548
2020/05/27/12:42:08.526021,273,1590583328,222636699,sonar,0,0.0,0.0,7.44999980927,4.96999979019
2020/05/27/12:42:08.818069,274,1590583328,525620937,sonar,0,0.0,0.0,7.41800022125,4.96999979019
2020/05/27/12:42:09.124510,275,1590583328,817739009,sonar,0,0.0,0.0,7.41800022125,4.97200012207
2020/05/27/12:42:09.417619,276,1590583329,123920202,sonar,0,0.0,0.0,7.42100000381,4.97900009155
2020/05/27/12:42:09.720281,277,1590583329,417281866,sonar,0,0.0,0.0,7.4310002327,4.97700023651
2020/05/27/12:42:10.004187,278,1590583329,719978809,sonar,0,0.0,0.0,7.4279999733,4.97100019455
2020/05/27/12:42:10.298551,279,1590583330,3413438,sonar,0,0.0,0.0,7.42000007629,4.97399997711
2020/05/27/12:42:10.607715,280,1590583330,297797441,sonar,0,0.0,0.0,7.42399978638,4.97100019455
2020/05/27/12:42:10.896211,281,1590583330,607897043,sonar,0,0.0,0.0,7.42000007629,4.96899986267
2020/05/27/12:42:11.187265,282,1590583330,895876884,sonar,0,0.0,0.0,7.41699981689,4.94999980927
2020/05/27/12:42:11.481656,283,1590583331,187397956,sonar,0,0.0,0.0,7.38800001144,4.94999980927
2020/05/27/12:42:11.778146,284,1590583331,481185674,sonar,0,0.0,0.0,7.38800001144,4.95100021362
2020/05/27/12:42:12.072376,285,1590583331,777538299,sonar,0,0.0,0.0,7.38899993896,4.96799993515
2020/05/27/12:42:12.370040,286,1590583332,71870803,sonar,0,0.0,0.0,7.41400003433,4.96799993515
2020/05/27/12:42:12.661859,287,1590583332,369436979,sonar,0,0.0,0.0,7.41499996185,4.96899986267
2020/05/27/12:42:12.969315,288,1590583332,661260604,sonar,0,0.0,0.0,7.41699981689,4.96700000763
2020/05/27/12:42:13.254675,289,1590583332,968755960,sonar,0,0.0,0.0,7.41400003433,4.94500017166
2020/05/27/12:42:13.548606,290,1590583333,254034280,sonar,0,0.0,0.0,7.38000011444,4.94600009918
2020/05/27/12:42:13.846060,291,1590583333,548732757,sonar,0,0.0,0.0,7.382999897,4.92700004578
2020/05/27/12:42:14.132859,292,1590583333,845378875,sonar,0,0.0,0.0,7.35400009155,4.94099998474
2020/05/27/12:42:14.427516,293,1590583334,132391691,sonar,0,0.0,0.0,7.375,4.94099998474
2020/05/27/12:42:14.716335,294,1590583334,426973104,sonar,0,0.0,0.0,7.37400007248,4.94099998474
2020/05/27/12:42:15.002937,295,1590583334,715464591,sonar,0,0.0,0.0,7.37400007248,4.96600008011
2020/05/27/12:42:15.297682,296,1590583335,2470731,sonar,0,0.0,0.0,7.41200017929,4.97300004959
2020/05/27/12:42:15.597170,297,1590583335,296417474,sonar,0,0.0,0.0,7.42299985886,4.98199987411
2020/05/27/12:42:15.894869,298,1590583335,597374677,sonar,0,0.0,0.0,7.4359998703,4.95399999619
2020/05/27/12:42:16.177636,299,1590583335,895018100,sonar,0,0.0,0.0,1.68499994278,1.125
2020/05/27/12:42:16.469340,300,1590583336,177818059,sonar,0,0.0,0.0,1.67999994755,1.12199997902
2020/05/27/12:42:16.753548,301,1590583336,468692541,sonar,0,0.0,0.0,1.6740000248,1.11800003052
2020/05/27/12:42:17.041440,302,1590583336,752886533,sonar,0,0.0,0.0,1.66799998283,1.11300003529
2020/05/27/12:42:17.324977,303,1590583337,41683912,sonar,0,0.0,0.0,1.66199994087,1.10899996758
2020/05/27/12:42:17.607476,304,1590583337,323807239,sonar,0,0.0,0.0,1.65499997139,1.10500001907
2020/05/27/12:42:17.889976,305,1590583337,606884241,sonar,0,0.0,0.0,1.64900004864,1.10000002384
2020/05/27/12:42:18.181557,306,1590583337,888813257,sonar,0,0.0,0.0,1.64199995995,1.09700000286
2020/05/27/12:42:18.460149,307,1590583338,181146383,sonar,0,0.0,0.0,1.63699996471,1.09300005436
2020/05/27/12:42:18.748538,308,1590583338,460194587,sonar,0,0.0,0.0,1.63199996948,1.09000003338
2020/05/27/12:42:19.038216,309,1590583338,748620986,sonar,0,0.0,0.0,1.62699997425,1.08599996567
2020/05/27/12:42:19.317035,310,1590583339,37278890,sonar,0,0.0,0.0,1.6210000515,1.08200001717
2020/05/27/12:42:19.609052,311,1590583339,317951202,sonar,0,0.0,0.0,1.61600005627,1.07899999619
2020/05/27/12:42:19.889533,312,1590583339,608298540,sonar,0,0.0,0.0,1.61099994183,1.0759999752
2020/05/27/12:42:20.173607,313,1590583339,888861894,sonar,0,0.0,0.0,1.60599994659,1.07299995422
2020/05/27/12:42:20.457230,314,1590583340,172937154,sonar,0,0.0,0.0,1.60099995136,1.07000005245
2020/05/27/12:42:20.752205,315,1590583340,456458091,sonar,0,0.0,0.0,1.59700000286,1.06599998474
2020/05/27/12:42:21.027885,316,1590583340,751062870,sonar,0,0.0,0.0,1.5909999609,1.06299996376
2020/05/27/12:42:21.319548,317,1590583341,27337312,sonar,0,0.0,0.0,1.5870000124,1.05999994278
2020/05/27/12:42:21.605057,318,1590583341,319702386,sonar,0,0.0,0.0,1.58200001717,1.05599999428
2020/05/27/12:42:21.886276,319,1590583341,604429721,sonar,0,0.0,0.0,1.5759999752,1.05499994755
2020/05/27/12:42:22.171461,320,1590583341,885557174,sonar,0,0.0,0.0,1.57500004768,1.05400002003
2020/05/27/12:42:22.463009,321,1590583342,171103239,sonar,0,0.0,0.0,1.57299995422,1.0529999733
2020/05/27/12:42:22.740511,322,1590583342,463235616,sonar,0,0.0,0.0,1.57299995422,1.05400002003
2020/05/27/12:42:23.026264,323,1590583342,740482568,sonar,0,0.0,0.0,1.57299995422,1.05400002003
2020/05/27/12:42:23.318099,324,1590583343,26665925,sonar,0,0.0,0.0,1.57299995422,1.05400002003
2020/05/27/12:42:23.607126,325,1590583343,317307710,sonar,0,0.0,0.0,1.57299995422,1.05400002003
2020/05/27/12:42:23.889580,326,1590583343,606833696,sonar,0,0.0,0.0,1.57400000095,1.05400002003
2020/05/27/12:42:24.180939,327,1590583343,889930248,sonar,0,0.0,0.0,1.57400000095,1.05400002003
2020/05/27/12:42:24.470608,328,1590583344,181813001,sonar,0,0.0,0.0,1.57299995422,1.05400002003
2020/05/27/12:42:24.749659,329,1590583344,470345020,sonar,0,0.0,0.0,1.57299995422,1.0529999733
2020/05/27/12:42:25.034469,330,1590583344,749377012,sonar,0,0.0,0.0,1.5720000267,1.0529999733
2020/05/27/12:42:25.317849,331,1590583345,33319234,sonar,0,0.0,0.0,1.57099997997,1.05200004578
2020/05/27/12:42:25.606228,332,1590583345,317399024,sonar,0,0.0,0.0,1.57000005245,1.05099999905
2020/05/27/12:42:25.897927,333,1590583345,605802536,sonar,0,0.0,0.0,1.56900000572,1.04999995232
2020/05/27/12:42:26.180223,334,1590583345,898257732,sonar,0,0.0,0.0,1.56799995899,1.04999995232
2020/05/27/12:42:26.460997,335,1590583346,180173873,sonar,0,0.0,0.0,1.56700003147,1.04999995232
2020/05/27/12:42:26.754366,336,1590583346,460703134,sonar,0,0.0,0.0,1.56700003147,1.0490000248
2020/05/27/12:42:27.046511,337,1590583346,754484891,sonar,0,0.0,0.0,1.56700003147,1.0490000248
2020/05/27/12:42:27.319252,338,1590583347,46682834,sonar,0,0.0,0.0,1.56599998474,1.0490000248
2020/05/27/12:42:27.610036,339,1590583347,318441867,sonar,0,0.0,0.0,1.56700003147,1.04999995232
2020/05/27/12:42:27.891196,340,1590583347,609424352,sonar,0,0.0,0.0,1.56700003147,1.04999995232
2020/05/27/12:42:28.180890,341,1590583347,890361785,sonar,0,0.0,0.0,1.56799995899,1.05099999905
2020/05/27/12:42:28.468338,342,1590583348,179941177,sonar,0,0.0,0.0,1.56900000572,1.05099999905
2020/05/27/12:42:28.754678,343,1590583348,467706680,sonar,0,0.0,0.0,1.57000005245,1.05200004578
2020/05/27/12:42:29.037254,344,1590583348,753978252,sonar,0,0.0,0.0,1.57000005245,1.0529999733
2020/05/27/12:42:29.322389,345,1590583349,36537885,sonar,0,0.0,0.0,1.57099997997,1.0529999733
2020/05/27/12:42:29.607893,346,1590583349,321645498,sonar,0,0.0,0.0,1.57299995422,1.0529999733
2020/05/27/12:42:29.899679,347,1590583349,607377052,sonar,0,0.0,0.0,1.57299995422,1.05400002003
2020/05/27/12:42:30.182450,348,1590583349,897369384,sonar,0,0.0,0.0,1.57299995422,1.05400002003
2020/05/27/12:42:30.466877,349,1590583350,182024717,sonar,0,0.0,0.0,1.57400000095,1.05499994755
2020/05/27/12:42:30.752289,350,1590583350,465684175,sonar,0,0.0,0.0,1.57500004768,1.05599999428
2020/05/27/12:42:31.040108,351,1590583350,752422094,sonar,0,0.0,0.0,1.5759999752,1.05700004101
2020/05/27/12:42:31.324195,352,1590583351,39211750,sonar,0,0.0,0.0,1.57700002193,1.05700004101
2020/05/27/12:42:31.612607,353,1590583351,321776628,sonar,0,0.0,0.0,1.57799994946,1.05799996853
2020/05/27/12:42:31.888109,354,1590583351,613479614,sonar,0,0.0,0.0,1.58000004292,1.05799996853
2020/05/27/12:42:32.181468,355,1590583351,888646125,sonar,0,0.0,0.0,1.58000004292,1.05900001526
2020/05/27/12:42:32.462452,356,1590583352,181290149,sonar,0,0.0,0.0,1.58099997044,1.05999994278
2020/05/27/12:42:32.752776,357,1590583352,462563037,sonar,0,0.0,0.0,1.58299994469,1.06099998951
2020/05/27/12:42:33.030600,358,1590583352,752913713,sonar,0,0.0,0.0,1.58399999142,1.06200003624
2020/05/27/12:42:33.319828,359,1590583353,30433177,sonar,0,0.0,0.0,1.58500003815,1.06200003624
2020/05/27/12:42:33.603965,360,1590583353,319486618,sonar,0,0.0,0.0,1.58599996567,1.06299996376
2020/05/27/12:42:33.892328,361,1590583353,604832410,sonar,0,0.0,0.0,1.5870000124,1.06299996376
2020/05/27/12:42:34.180914,362,1590583353,892523765,sonar,0,0.0,0.0,1.5870000124,1.06299996376
2020/05/27/12:42:34.459356,363,1590583354,180999279,sonar,0,0.0,0.0,1.5870000124,1.06299996376
2020/05/27/12:42:34.751451,364,1590583354,458724021,sonar,0,0.0,0.0,1.5870000124,1.06299996376
2020/05/27/12:42:35.026985,365,1590583354,750373125,sonar,0,0.0,0.0,1.5870000124,1.06299996376
2020/05/27/12:42:35.313739,366,1590583355,26237726,sonar,0,0.0,0.0,1.5870000124,1.06299996376
2020/05/27/12:42:35.596150,367,1590583355,312848806,sonar,0,0.0,0.0,1.5870000124,1.06299996376
2020/05/27/12:42:35.888100,368,1590583355,595448970,sonar,0,0.0,0.0,1.5870000124,1.06400001049
2020/05/27/12:42:36.167753,369,1590583355,887435197,sonar,0,0.0,0.0,1.58800005913,1.06400001049
2020/05/27/12:42:36.455826,370,1590583356,167838096,sonar,0,0.0,0.0,1.58800005913,1.06400001049
2020/05/27/12:42:36.744772,371,1590583356,456473350,sonar,0,0.0,0.0,1.58800005913,1.06400001049
2020/05/27/12:42:37.030363,372,1590583356,744423627,sonar,0,0.0,0.0,1.58800005913,1.06400001049
2020/05/27/12:42:37.320463,373,1590583357,30483007,sonar,0,0.0,0.0,1.58899998665,1.06400001049
2020/05/27/12:42:37.603061,374,1590583357,319802284,sonar,0,0.0,0.0,1.58899998665,1.06500005722
2020/05/27/12:42:37.890527,375,1590583357,603220939,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:38.162919,376,1590583357,890042543,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:38.453169,377,1590583358,162318706,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:38.738346,378,1590583358,452700614,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:39.025149,379,1590583358,738100767,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:39.308173,380,1590583359,25298833,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:39.593693,381,1590583359,308380603,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:39.876326,382,1590583359,592894554,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:40.163709,383,1590583359,875807762,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:40.445056,384,1590583360,163808345,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:40.735103,385,1590583360,444698572,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:41.025905,386,1590583360,735366821,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:41.308181,387,1590583361,26051759,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:41.593478,388,1590583361,308327436,sonar,0,0.0,0.0,1.59000003338,1.06599998474
2020/05/27/12:42:41.873137,389,1590583361,592887401,sonar,0,0.0,0.0,1.5909999609,1.06599998474
2020/05/27/12:42:42.163346,390,1590583361,872881412,sonar,0,0.0,0.0,1.5909999609,1.06599998474
2020/05/27/12:42:42.441505,391,1590583362,162868261,sonar,0,0.0,0.0,1.5909999609,1.06599998474
2020/05/27/12:42:42.732218,392,1590583362,441081523,sonar,0,0.0,0.0,1.5909999609,1.06599998474
2020/05/27/12:42:43.014060,393,1590583362,731931686,sonar,0,0.0,0.0,1.5909999609,1.06599998474
2020/05/27/12:42:43.305007,394,1590583363,14236450,sonar,0,0.0,0.0,1.5909999609,1.06599998474
2020/05/27/12:42:43.588041,395,1590583363,305143594,sonar,0,0.0,0.0,1.5909999609,1.06500005722
2020/05/27/12:42:43.871624,396,1590583363,588216781,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:44.157882,397,1590583363,871757507,sonar,0,0.0,0.0,1.59000003338,1.06500005722
2020/05/27/12:42:44.448921,398,1590583364,158175706,sonar,0,0.0,0.0,1.59000003338,1.06400001049
2020/05/27/12:42:44.734951,399,1590583364,448529481,sonar,0,0.0,0.0,1.58899998665,1.06400001049
2020/05/27/12:42:45.020652,400,1590583364,733634233,sonar,0,0.0,0.0,1.58800005913,1.06299996376
2020/05/27/12:42:45.306974,401,1590583365,19758701,sonar,0,0.0,0.0,1.58800005913,1.06299996376
2020/05/27/12:42:45.586633,402,1590583365,306582450,sonar,0,0.0,0.0,1.5870000124,1.06200003624
2020/05/27/12:42:45.879142,403,1590583365,587048530,sonar,0,0.0,0.0,1.58599996567,1.06200003624
2020/05/27/12:42:46.151584,404,1590583365,879352569,sonar,0,0.0,0.0,1.58599996567,1.06200003624
2020/05/27/12:42:46.442457,405,1590583366,151704788,sonar,0,0.0,0.0,1.58500003815,1.06099998951
2020/05/27/12:42:46.731770,406,1590583366,442561388,sonar,0,0.0,0.0,1.58399999142,1.06099998951
2020/05/27/12:42:47.011406,407,1590583366,732341051,sonar,0,0.0,0.0,1.58299994469,1.05999994278
2020/05/27/12:42:47.300156,408,1590583367,10753393,sonar,0,0.0,0.0,1.58200001717,1.05900001526
2020/05/27/12:42:47.586157,409,1590583367,299420356,sonar,0,0.0,0.0,1.58099997044,1.05799996853
2020/05/27/12:42:47.910594,410,1590583367,585149288,sonar,0,0.0,0.0,1.58000004292,1.05799996853
2020/05/27/12:42:48.159540,411,1590583367,909574031,sonar,0,0.0,0.0,1.58000004292,1.05799996853
2020/05/27/12:42:48.444765,412,1590583368,159077882,sonar,0,0.0,0.0,1.57899999619,1.05700004101
